"doctor_id","clinic_id","doctor_name","doctor_gender","doctor_specialty","doctor_consultation_fee"
"DOC002425","CLN00070","dr. Tari Wijaya","P","Umum",50000
"DOC002426","CLN00081","dr. Tasdik Hutapea","L","Umum",50000
"DOC002427","CLN00082","dr. Tasdik Hutapea","L","Umum",50000
"DOC002428","CLN00086","dr. Tasdik Mardhiyah","L","Umum",50000
"DOC002429","CLN00003","dr. Tasnim Irawan","L","Umum",50000
"DOC002430","CLN00004","dr. Tasnim Irawan","L","Umum",50000
"DOC002431","CLN00062","dr. Teddy Irawan, Sp.THT","L","THT",80000
"DOC002432","CLN00063","dr. Teddy Irawan, Sp.THT","L","THT",80000
"DOC002433","CLN00041","dr. Teddy Salahudin, Sp.KK","L","Kulit & Kelamin",80000
"DOC002434","CLN00042","dr. Teddy Salahudin, Sp.KK","L","Kulit & Kelamin",80000
"DOC002435","CLN00043","dr. Teddy Salahudin, Sp.KK","L","Kulit & Kelamin",80000
"DOC002436","CLN00044","dr. Teddy Salahudin, Sp.KK","L","Kulit & Kelamin",80000
"DOC002437","CLN00045","dr. Teddy Salahudin, Sp.KK","L","Kulit & Kelamin",80000
"DOC002438","CLN00046","dr. Teddy Salahudin, Sp.KK","L","Kulit & Kelamin",80000
"DOC002439","CLN00047","dr. Teddy Salahudin, Sp.KK","L","Kulit & Kelamin",80000
"DOC002440","CLN00048","dr. Teddy Salahudin, Sp.KK","L","Kulit & Kelamin",80000
"DOC002441","CLN00049","dr. Teddy Salahudin, Sp.KK","L","Kulit & Kelamin",80000
"DOC002442","CLN00012","dr. Tedi Habibi","L","Umum",50000
"DOC002443","CLN00013","dr. Tedi Habibi","L","Umum",50000
"DOC002444","CLN00041","dr. Tedi Wulandari","L","Umum",50000
"DOC002445","CLN00042","dr. Tedi Wulandari","L","Umum",50000
"DOC002446","CLN00045","dr. Tedi Wulandari","L","Umum",50000
"DOC002447","CLN00046","dr. Tedi Wulandari","L","Umum",50000
"DOC002448","CLN00048","dr. Tedi Wulandari","L","Umum",50000
"DOC002449","CLN00001","dr. Teguh Hariyah","L","Umum",50000
"DOC002450","CLN00002","dr. Teguh Hariyah","L","Umum",50000
"DOC002451","CLN00057","dr. Teguh Kurniawan, Sp.OG","L","Obgyn",1e+05
"DOC002452","CLN00058","dr. Teguh Kurniawan, Sp.OG","L","Obgyn",1e+05
"DOC002453","CLN00047","dr. Tiara Hakim, Sp.A","P","Anak",80000
"DOC002454","CLN00049","dr. Tiara Hakim, Sp.A","P","Anak",80000
"DOC002455","CLN00022","dr. Tiara Widodo, Sp.PD","P","Penyakit Dalam",80000
"DOC002456","CLN00025","dr. Tiara Widodo, Sp.PD","P","Penyakit Dalam",80000
"DOC002457","CLN00022","dr. Tina Mahendra, Sp.KK","P","Kulit & Kelamin",80000
"DOC002458","CLN00023","dr. Tina Mahendra, Sp.KK","P","Kulit & Kelamin",80000
"DOC002459","CLN00024","dr. Tina Mahendra, Sp.KK","P","Kulit & Kelamin",80000
"DOC002460","CLN00025","dr. Tina Mahendra, Sp.KK","P","Kulit & Kelamin",80000
"DOC002461","CLN00026","dr. Tina Mahendra, Sp.KK","P","Kulit & Kelamin",80000
"DOC002462","CLN00027","dr. Tina Mahendra, Sp.KK","P","Kulit & Kelamin",80000
"DOC002463","CLN00021","dr. Tina Situmorang","P","Umum",50000
"DOC002464","CLN00028","dr. Tina Yuniar, Sp.A","P","Anak",80000
"DOC002465","CLN00030","dr. Tina Yuniar, Sp.A","P","Anak",80000
"DOC002466","CLN00031","dr. Tina Yuniar, Sp.A","P","Anak",80000
"DOC002467","CLN00052","dr. Tira Hidayanto","P","Umum",60000
"DOC002468","CLN00054","dr. Tira Hidayanto","P","Umum",60000
"DOC002469","CLN00055","dr. Tira Hidayanto","P","Umum",60000
"DOC002470","CLN00001","dr. Tira Mustofa, Sp.PD","P","Penyakit Dalam",80000
"DOC002471","CLN00002","dr. Tira Mustofa, Sp.PD","P","Penyakit Dalam",80000
"DOC002472","CLN00071","dr. Tira Nasyidah","P","Umum",60000
"DOC002473","CLN00073","dr. Tira Nasyidah","P","Umum",60000
"DOC002474","CLN00075","dr. Tira Nasyidah","P","Umum",60000
"DOC002475","CLN00042","dr. Tira Prasetyo, Sp.OG","P","Obgyn",1e+05
"DOC002476","CLN00043","dr. Tira Prasetyo, Sp.OG","P","Obgyn",1e+05
"DOC002477","CLN00044","dr. Tira Prasetyo, Sp.OG","P","Obgyn",1e+05
"DOC002478","CLN00045","dr. Tira Prasetyo, Sp.OG","P","Obgyn",1e+05
"DOC002479","CLN00046","dr. Tira Prasetyo, Sp.OG","P","Obgyn",1e+05
"DOC002480","CLN00047","dr. Tira Prasetyo, Sp.OG","P","Obgyn",1e+05
"DOC002481","CLN00048","dr. Tira Prasetyo, Sp.OG","P","Obgyn",1e+05
"DOC002482","CLN00049","dr. Tira Prasetyo, Sp.OG","P","Obgyn",1e+05
"DOC002483","CLN00052","dr. Tira Purnawati","P","Umum",60000
"DOC002484","CLN00055","dr. Tira Purnawati","P","Umum",60000
"DOC002485","CLN00021","dr. Tirta Firmansyah, Sp.PD","L","Penyakit Dalam",80000
"DOC002486","CLN00087","dr. Tirta Maryati, Sp.PD","L","Penyakit Dalam",80000
"DOC002487","CLN00023","dr. Tirtayasa Pranowo, Sp.A","L","Anak",80000
"DOC002488","CLN00025","dr. Tirtayasa Pranowo, Sp.A","L","Anak",80000
"DOC002489","CLN00026","dr. Tirtayasa Pranowo, Sp.A","L","Anak",80000
"DOC002490","CLN00042","dr. Titi Budiyanto","P","Umum",50000
"DOC002491","CLN00045","dr. Titi Budiyanto","P","Umum",50000
"DOC002492","CLN00048","dr. Titi Budiyanto","P","Umum",50000
"DOC002493","CLN00022","dr. Titin Budiyanto","P","Umum",50000
"DOC002494","CLN00023","dr. Titin Budiyanto","P","Umum",50000
"DOC002495","CLN00022","dr. Titin Hidayanto","P","Umum",50000
"DOC002496","CLN00026","dr. Titin Hidayanto","P","Umum",50000
"DOC002497","CLN00027","dr. Titin Hidayanto","P","Umum",50000
"DOC002498","CLN00043","dr. Titin Sitompul","P","Umum",50000
"DOC002499","CLN00044","dr. Titin Sitompul","P","Umum",50000
"DOC002500","CLN00048","dr. Titin Sitompul","P","Umum",50000
"DOC002501","CLN00049","dr. Titin Sitompul","P","Umum",50000
"DOC002502","CLN00054","dr. Tri Hutapea","L","Umum",60000
"DOC002503","CLN00055","dr. Tri Hutapea","L","Umum",60000
"DOC002504","CLN00041","dr. Tri Suryatmi, Sp.PD","L","Penyakit Dalam",80000
"DOC002505","CLN00042","dr. Tri Suryatmi, Sp.PD","L","Penyakit Dalam",80000
"DOC002506","CLN00045","dr. Tri Suryatmi, Sp.PD","L","Penyakit Dalam",80000
"DOC002507","CLN00049","dr. Tri Suryatmi, Sp.PD","L","Penyakit Dalam",80000
"DOC002508","CLN00065","dr. Tugiman Maheswara","L","Umum",50000
"DOC002509","CLN00066","dr. Tugiman Maheswara","L","Umum",50000
"DOC002510","CLN00065","dr. Tugiman Nasyiah","L","Umum",50000
"DOC002511","CLN00073","dr. Tugiman Rajasa","L","Umum",60000
"DOC002512","CLN00075","dr. Tugiman Rajasa","L","Umum",60000
"DOC002513","CLN00076","dr. Tugiman Rajasa","L","Umum",60000
"DOC002514","CLN00078","dr. Tugiman Rajasa","L","Umum",60000
"DOC002515","CLN00063","dr. Uchita Farida","P","Umum",50000
"DOC002516","CLN00001","dr. Uchita Lestari, Sp.OG","P","Obgyn",1e+05
"DOC002517","CLN00002","dr. Uchita Lestari, Sp.OG","P","Obgyn",1e+05
"DOC002518","CLN00001","dr. Uchita Wijaya","P","Umum",50000
"DOC002519","CLN00002","dr. Uchita Wijaya","P","Umum",50000
"DOC002520","CLN00050","dr. Uli Novitasari, Sp.THT","P","THT",80000
"DOC002521","CLN00051","dr. Uli Novitasari, Sp.THT","P","THT",80000
"DOC002522","CLN00064","dr. Uli Puspita, Sp.A","P","Anak",80000
"DOC002523","CLN00065","dr. Uli Puspita, Sp.A","P","Anak",80000
"DOC002524","CLN00067","dr. Uli Puspita, Sp.A","P","Anak",80000
"DOC002525","CLN00059","dr. Ulva Handayani","P","Umum",50000
"DOC002526","CLN00060","dr. Ulva Handayani","P","Umum",50000
"DOC002527","CLN00061","dr. Ulva Handayani","P","Umum",50000
"DOC002528","CLN00002","dr. Ulva Hastuti, Sp.THT","P","THT",80000
"DOC002529","CLN00073","dr. Ulva Nababan","P","Umum",60000
"DOC002530","CLN00075","dr. Ulva Nababan","P","Umum",60000
"DOC002531","CLN00077","dr. Ulva Nababan","P","Umum",60000
"DOC002532","CLN00078","dr. Ulva Nababan","P","Umum",60000
"DOC002533","CLN00004","dr. Ulva Permadi","P","Umum",50000
"DOC002534","CLN00081","dr. Ulya Dabukke","P","Umum",50000
"DOC002535","CLN00082","dr. Ulya Dabukke","P","Umum",50000
"DOC002536","CLN00056","dr. Ulya Manullang","P","Umum",60000
"DOC002537","CLN00062","dr. Umay Marbun","L","Umum",50000
"DOC002538","CLN00063","dr. Umay Marbun","L","Umum",50000
"DOC002539","CLN00001","dr. Umaya Megantara, Sp.PD","L","Penyakit Dalam",80000
"DOC002540","CLN00052","dr. Umaya Nasyidah, Sp.THT","L","THT",90000
"DOC002541","CLN00053","dr. Umaya Nasyidah, Sp.THT","L","THT",90000
"DOC002542","CLN00054","dr. Umaya Nasyidah, Sp.THT","L","THT",90000
"DOC002543","CLN00055","dr. Umaya Nasyidah, Sp.THT","L","THT",90000
"DOC002544","CLN00056","dr. Umaya Nasyidah, Sp.THT","L","THT",90000
"DOC002545","CLN00005","dr. Umi Oktaviani","P","Umum",60000
"DOC002546","CLN00006","dr. Umi Oktaviani","P","Umum",60000
"DOC002547","CLN00008","dr. Umi Oktaviani","P","Umum",60000
"DOC002548","CLN00009","dr. Umi Oktaviani","P","Umum",60000
"DOC002549","CLN00058","dr. Umi Putra","P","Umum",50000
"DOC002550","CLN00059","dr. Unggul Uwais","L","Umum",50000
"DOC002551","CLN00061","dr. Unggul Uwais","L","Umum",50000
"DOC002552","CLN00006","dr. Unjani Sinaga","P","Umum",60000
"DOC002553","CLN00008","dr. Unjani Sinaga","P","Umum",60000
"DOC002554","CLN00010","dr. Unjani Sinaga","P","Umum",60000
"DOC002555","CLN00051","dr. Usyi Irawan","P","Umum",50000
"DOC002556","CLN00004","dr. Usyi Kuswandari","P","Umum",50000
"DOC002557","CLN00002","dr. Usyi Megantara","P","Umum",50000
"DOC002558","CLN00085","dr. Usyi Siregar, Sp.A","P","Anak",80000
"DOC002559","CLN00087","dr. Usyi Siregar, Sp.A","P","Anak",80000
"DOC002560","CLN00005","dr. Vanesa Budiyanto, Sp.KK","P","Kulit & Kelamin",1e+05
"DOC002561","CLN00006","dr. Vanesa Budiyanto, Sp.KK","P","Kulit & Kelamin",1e+05
"DOC002562","CLN00007","dr. Vanesa Budiyanto, Sp.KK","P","Kulit & Kelamin",1e+05
"DOC002563","CLN00008","dr. Vanesa Budiyanto, Sp.KK","P","Kulit & Kelamin",1e+05
"DOC002564","CLN00009","dr. Vanesa Budiyanto, Sp.KK","P","Kulit & Kelamin",1e+05
"DOC002565","CLN00010","dr. Vanesa Budiyanto, Sp.KK","P","Kulit & Kelamin",1e+05
"DOC002566","CLN00072","dr. Vanesa Waskita, Sp.PD","P","Penyakit Dalam",90000
"DOC002567","CLN00073","dr. Vanesa Waskita, Sp.PD","P","Penyakit Dalam",90000
"DOC002568","CLN00074","dr. Vanesa Waskita, Sp.PD","P","Penyakit Dalam",90000
"DOC002569","CLN00076","dr. Vanesa Waskita, Sp.PD","P","Penyakit Dalam",90000
"DOC002570","CLN00080","dr. Vanya Purwanti, Sp.PD","P","Penyakit Dalam",80000
"DOC002571","CLN00082","dr. Vanya Purwanti, Sp.PD","P","Penyakit Dalam",80000
"DOC002572","CLN00018","dr. Vega Oktaviani, Sp.PD","L","Penyakit Dalam",80000
"DOC002573","CLN00023","dr. Vera Pranowo, Sp.A","P","Anak",80000
"DOC002574","CLN00025","dr. Vera Pranowo, Sp.A","P","Anak",80000
"DOC002575","CLN00062","dr. Vero Agustina, Sp.A","L","Anak",80000
"DOC002576","CLN00063","dr. Vero Agustina, Sp.A","L","Anak",80000
"DOC002577","CLN00071","dr. Vero Haryanto, Sp.PD","L","Penyakit Dalam",90000
"DOC002578","CLN00073","dr. Vero Haryanto, Sp.PD","L","Penyakit Dalam",90000
"DOC002579","CLN00074","dr. Vero Haryanto, Sp.PD","L","Penyakit Dalam",90000
"DOC002580","CLN00023","dr. Vero Prastuti","L","Umum",50000
"DOC002581","CLN00033","dr. Vicky Hutasoit","P","Umum",60000
"DOC002582","CLN00034","dr. Vicky Hutasoit","P","Umum",60000
"DOC002583","CLN00035","dr. Vicky Hutasoit","P","Umum",60000
"DOC002584","CLN00036","dr. Vicky Hutasoit","P","Umum",60000
"DOC002585","CLN00037","dr. Vicky Hutasoit","P","Umum",60000
"DOC002586","CLN00039","dr. Vicky Hutasoit","P","Umum",60000
"DOC002587","CLN00040","dr. Vicky Hutasoit","P","Umum",60000
"DOC002588","CLN00073","dr. Vicky Kurniawan","P","Umum",60000
"DOC002589","CLN00075","dr. Vicky Kurniawan","P","Umum",60000
"DOC002590","CLN00058","dr. Vicky Oktaviani","P","Umum",50000
"DOC002591","CLN00073","dr. Vicky Sitompul","P","Umum",60000
"DOC002592","CLN00075","dr. Vicky Sitompul","P","Umum",60000
"DOC002593","CLN00076","dr. Vicky Sitompul","P","Umum",60000
"DOC002594","CLN00078","dr. Vicky Sitompul","P","Umum",60000
"DOC002595","CLN00045","dr. Vicky Wulandari","P","Umum",50000
"DOC002596","CLN00047","dr. Vicky Wulandari","P","Umum",50000
"DOC002597","CLN00048","dr. Vicky Wulandari","P","Umum",50000
"DOC002598","CLN00049","dr. Vicky Wulandari","P","Umum",50000
"DOC002599","CLN00073","dr. Victoria Pertiwi","P","Umum",60000
"DOC002600","CLN00075","dr. Victoria Pertiwi","P","Umum",60000
"DOC002601","CLN00079","dr. Victoria Pertiwi","P","Umum",60000
"DOC002602","CLN00053","dr. Victoria Wibisono, Sp.A","P","Anak",80000
"DOC002603","CLN00055","dr. Victoria Wibisono, Sp.A","P","Anak",80000
"DOC002604","CLN00059","dr. Viktor Nugroho","L","Umum",50000
"DOC002605","CLN00060","dr. Viktor Nugroho","L","Umum",50000
"DOC002606","CLN00011","dr. Viktor Puspasari, Sp.A","L","Anak",80000
"DOC002607","CLN00003","dr. Vino Natsir","L","Umum",50000
"DOC002608","CLN00004","dr. Vino Natsir","L","Umum",50000
"DOC002609","CLN00011","dr. Vinsen Hidayat, Sp.THT","L","THT",80000
"DOC002610","CLN00012","dr. Vinsen Hidayat, Sp.THT","L","THT",80000
"DOC002611","CLN00013","dr. Vinsen Hidayat, Sp.THT","L","THT",80000
"DOC002612","CLN00014","dr. Vinsen Hidayat, Sp.THT","L","THT",80000
"DOC002613","CLN00011","dr. Vinsen Lailasari, Sp.KK","L","Kulit & Kelamin",80000
"DOC002614","CLN00012","dr. Vinsen Lailasari, Sp.KK","L","Kulit & Kelamin",80000
"DOC002615","CLN00013","dr. Vinsen Lailasari, Sp.KK","L","Kulit & Kelamin",80000
"DOC002616","CLN00014","dr. Vinsen Lailasari, Sp.KK","L","Kulit & Kelamin",80000
"DOC002617","CLN00041","dr. Vinsen Maryadi, Sp.OG","L","Obgyn",1e+05
"DOC002618","CLN00042","dr. Vinsen Maryadi, Sp.OG","L","Obgyn",1e+05
"DOC002619","CLN00043","dr. Vinsen Maryadi, Sp.OG","L","Obgyn",1e+05
"DOC002620","CLN00044","dr. Vinsen Maryadi, Sp.OG","L","Obgyn",1e+05
"DOC002621","CLN00045","dr. Vinsen Maryadi, Sp.OG","L","Obgyn",1e+05
"DOC002622","CLN00046","dr. Vinsen Maryadi, Sp.OG","L","Obgyn",1e+05
"DOC002623","CLN00047","dr. Vinsen Maryadi, Sp.OG","L","Obgyn",1e+05
"DOC002624","CLN00048","dr. Vinsen Maryadi, Sp.OG","L","Obgyn",1e+05
"DOC002625","CLN00049","dr. Vinsen Maryadi, Sp.OG","L","Obgyn",1e+05
"DOC002626","CLN00059","dr. Vinsen Riyanti, Sp.THT","L","THT",80000
"DOC002627","CLN00061","dr. Vinsen Riyanti, Sp.THT","L","THT",80000
"DOC002628","CLN00073","dr. Vinsen Siregar","L","Umum",60000
"DOC002629","CLN00075","dr. Vinsen Siregar","L","Umum",60000
"DOC002630","CLN00078","dr. Vinsen Siregar","L","Umum",60000
"DOC002631","CLN00003","dr. Violet Anggraini, Sp.A","P","Anak",80000
"DOC002632","CLN00004","dr. Violet Anggraini, Sp.A","P","Anak",80000
"DOC002633","CLN00053","dr. Virman Simbolon","L","Umum",60000
"DOC002634","CLN00054","dr. Virman Simbolon","L","Umum",60000
"DOC002635","CLN00056","dr. Virman Simbolon","L","Umum",60000
"DOC002636","CLN00084","dr. Vivi Maulana, Sp.KK","P","Kulit & Kelamin",80000
"DOC002637","CLN00085","dr. Vivi Maulana, Sp.KK","P","Kulit & Kelamin",80000
"DOC002638","CLN00086","dr. Vivi Maulana, Sp.KK","P","Kulit & Kelamin",80000
"DOC002639","CLN00087","dr. Vivi Maulana, Sp.KK","P","Kulit & Kelamin",80000
"DOC002640","CLN00060","dr. Vivi Santoso, Sp.PD","P","Penyakit Dalam",80000
"DOC002641","CLN00041","dr. Wadi Mustofa","L","Umum",50000
"DOC002642","CLN00042","dr. Wadi Mustofa","L","Umum",50000
"DOC002643","CLN00048","dr. Wadi Mustofa","L","Umum",50000
"DOC002644","CLN00015","dr. Wadi Padmasari, Sp.A","L","Anak",80000
"DOC002645","CLN00016","dr. Wadi Padmasari, Sp.A","L","Anak",80000
"DOC002646","CLN00018","dr. Wadi Padmasari, Sp.A","L","Anak",80000
"DOC002647","CLN00042","dr. Wage Agustina","L","Umum",50000
"DOC002648","CLN00048","dr. Wage Agustina","L","Umum",50000
"DOC002649","CLN00049","dr. Wage Agustina","L","Umum",50000
"DOC002650","CLN00084","dr. Wage Astuti, Sp.A","L","Anak",80000
"DOC002651","CLN00087","dr. Wage Astuti, Sp.A","L","Anak",80000
"DOC002652","CLN00012","dr. Wage Wibowo, Sp.A","L","Anak",80000
"DOC002653","CLN00013","dr. Wage Wibowo, Sp.A","L","Anak",80000
"DOC002654","CLN00014","dr. Wage Wibowo, Sp.A","L","Anak",80000
"DOC002655","CLN00058","dr. Wahyu Siregar","L","Umum",50000
"DOC002656","CLN00023","dr. Wakiman Saefullah","L","Umum",50000
"DOC002657","CLN00025","dr. Wakiman Saefullah","L","Umum",50000
"DOC002658","CLN00042","dr. Wani Kuswoyo","P","Umum",50000
"DOC002659","CLN00044","dr. Wani Kuswoyo","P","Umum",50000
"DOC002660","CLN00048","dr. Wani Kuswoyo","P","Umum",50000
"DOC002661","CLN00012","dr. Wani Mahendra, Sp.KK","P","Kulit & Kelamin",80000
"DOC002662","CLN00013","dr. Wani Mahendra, Sp.KK","P","Kulit & Kelamin",80000
"DOC002663","CLN00014","dr. Wani Mahendra, Sp.KK","P","Kulit & Kelamin",80000
"DOC002664","CLN00022","dr. Wani Nugroho, Sp.A","P","Anak",80000
"DOC002665","CLN00023","dr. Wani Nugroho, Sp.A","P","Anak",80000
"DOC002666","CLN00025","dr. Wani Nugroho, Sp.A","P","Anak",80000
"DOC002667","CLN00017","dr. Wardaya Pradana","L","Umum",50000
"DOC002668","CLN00028","dr. Warji Hasanah, Sp.THT","L","THT",80000
"DOC002669","CLN00029","dr. Warji Hasanah, Sp.THT","L","THT",80000
"DOC002670","CLN00030","dr. Warji Hasanah, Sp.THT","L","THT",80000
"DOC002671","CLN00031","dr. Warji Hasanah, Sp.THT","L","THT",80000
"DOC002672","CLN00032","dr. Warji Hasanah, Sp.THT","L","THT",80000
"DOC002673","CLN00050","dr. Warsa Narpati","L","Umum",50000
"DOC002674","CLN00051","dr. Warsa Narpati","L","Umum",50000
"DOC002675","CLN00017","dr. Wawan Pangestu","L","Umum",50000
"DOC002676","CLN00018","dr. Wawan Pangestu","L","Umum",50000
"DOC002677","CLN00073","dr. Widya Hassanah","P","Umum",60000
"DOC002678","CLN00075","dr. Widya Hassanah","P","Umum",60000
"DOC002679","CLN00077","dr. Widya Hassanah","P","Umum",60000
"DOC002680","CLN00050","dr. Widya Prayoga, Sp.A","P","Anak",80000
"DOC002681","CLN00003","dr. Widya Rahayu, Sp.KK","P","Kulit & Kelamin",80000
"DOC002682","CLN00004","dr. Widya Rahayu, Sp.KK","P","Kulit & Kelamin",80000
"DOC002683","CLN00065","dr. Widya Wahyudin","P","Umum",50000
"DOC002684","CLN00066","dr. Widya Wahyudin","P","Umum",50000
"DOC002685","CLN00001","dr. Winda Firmansyah, Sp.A","P","Anak",80000
"DOC002686","CLN00083","dr. Winda Hartati","P","Umum",50000
"DOC002687","CLN00084","dr. Wisnu Sitompul, Sp.THT","L","THT",80000
"DOC002688","CLN00085","dr. Wisnu Sitompul, Sp.THT","L","THT",80000
"DOC002689","CLN00086","dr. Wisnu Sitompul, Sp.THT","L","THT",80000
"DOC002690","CLN00087","dr. Wisnu Sitompul, Sp.THT","L","THT",80000
"DOC002691","CLN00028","dr. Wisnu Wasita, Sp.OG","L","Obgyn",1e+05
"DOC002692","CLN00029","dr. Wisnu Wasita, Sp.OG","L","Obgyn",1e+05
"DOC002693","CLN00030","dr. Wisnu Wasita, Sp.OG","L","Obgyn",1e+05
"DOC002694","CLN00085","dr. Wisnu Wijaya","L","Umum",50000
"DOC002695","CLN00086","dr. Wisnu Wijaya","L","Umum",50000
"DOC002696","CLN00058","dr. Wulan Hartati, Sp.PD","P","Penyakit Dalam",80000
"DOC002697","CLN00086","dr. Wulan Jailani","P","Umum",50000
"DOC002698","CLN00011","dr. Xanana Firmansyah, Sp.KK","L","Kulit & Kelamin",80000
"DOC002699","CLN00012","dr. Xanana Firmansyah, Sp.KK","L","Kulit & Kelamin",80000
"DOC002700","CLN00013","dr. Xanana Firmansyah, Sp.KK","L","Kulit & Kelamin",80000
"DOC002701","CLN00014","dr. Xanana Firmansyah, Sp.KK","L","Kulit & Kelamin",80000
"DOC002702","CLN00062","dr. Xanana Hassanah","L","Umum",50000
"DOC002703","CLN00063","dr. Xanana Hassanah","L","Umum",50000
"DOC002704","CLN00022","dr. Xanana Puspasari, Sp.OG","L","Obgyn",1e+05
"DOC002705","CLN00023","dr. Xanana Puspasari, Sp.OG","L","Obgyn",1e+05
"DOC002706","CLN00024","dr. Xanana Puspasari, Sp.OG","L","Obgyn",1e+05
"DOC002707","CLN00025","dr. Xanana Puspasari, Sp.OG","L","Obgyn",1e+05
"DOC002708","CLN00026","dr. Xanana Puspasari, Sp.OG","L","Obgyn",1e+05
"DOC002709","CLN00027","dr. Xanana Puspasari, Sp.OG","L","Obgyn",1e+05
"DOC002710","CLN00071","dr. Yance Simbolon, Sp.THT","P","THT",1e+05
"DOC002711","CLN00072","dr. Yance Simbolon, Sp.THT","P","THT",1e+05
"DOC002712","CLN00073","dr. Yance Simbolon, Sp.THT","P","THT",1e+05
"DOC002713","CLN00074","dr. Yance Simbolon, Sp.THT","P","THT",1e+05
"DOC002714","CLN00075","dr. Yance Simbolon, Sp.THT","P","THT",1e+05
"DOC002715","CLN00076","dr. Yance Simbolon, Sp.THT","P","THT",1e+05
"DOC002716","CLN00077","dr. Yance Simbolon, Sp.THT","P","THT",1e+05
"DOC002717","CLN00078","dr. Yance Simbolon, Sp.THT","P","THT",1e+05
"DOC002718","CLN00079","dr. Yance Simbolon, Sp.THT","P","THT",1e+05
"DOC002719","CLN00042","dr. Yani Sihotang","P","Umum",50000
"DOC002720","CLN00047","dr. Yani Sihotang","P","Umum",50000
"DOC002721","CLN00048","dr. Yani Sihotang","P","Umum",50000
"DOC002722","CLN00057","dr. Yani Susanti","P","Umum",50000
"DOC002723","CLN00062","dr. Yani Wijayanti, Sp.A","P","Anak",80000
"DOC002724","CLN00015","dr. Yessi Damanik","P","Umum",50000
"DOC002725","CLN00018","dr. Yessi Damanik","P","Umum",50000
"DOC002726","CLN00058","dr. Yessi Winarsih","P","Umum",50000
"DOC002727","CLN00050","dr. Yoga Nasyiah","L","Umum",50000
"DOC002728","CLN00051","dr. Yoga Nasyiah","L","Umum",50000
"DOC002729","CLN00029","dr. Yosef Pratiwi","L","Umum",50000
"DOC002730","CLN00032","dr. Yosef Pratiwi","L","Umum",50000
"DOC002731","CLN00019","dr. Yosef Simbolon, Sp.KK","L","Kulit & Kelamin",80000
"DOC002732","CLN00020","dr. Yosef Simbolon, Sp.KK","L","Kulit & Kelamin",80000
"DOC002733","CLN00021","dr. Yosef Simbolon, Sp.KK","L","Kulit & Kelamin",80000
"DOC002734","CLN00012","dr. Yulia Rajasa","P","Umum",50000
"DOC002735","CLN00013","dr. Yulia Rajasa","P","Umum",50000
"DOC002736","CLN00002","dr. Yulia Salahudin","P","Umum",50000
"DOC002737","CLN00054","dr. Yulia Sitompul","P","Umum",60000
"DOC002738","CLN00019","dr. Yuliana Hidayanto","P","Umum",50000
"DOC002739","CLN00021","dr. Yuliana Hidayanto","P","Umum",50000
"DOC002740","CLN00064","dr. Yuliana Lestari, Sp.PD","P","Penyakit Dalam",80000
"DOC002741","CLN00066","dr. Yuliana Lestari, Sp.PD","P","Penyakit Dalam",80000
"DOC002742","CLN00015","dr. Yuliana Pratama","P","Umum",50000
"DOC002743","CLN00017","dr. Yuliana Pratama","P","Umum",50000
"DOC002744","CLN00018","dr. Yuliana Pratama","P","Umum",50000
"DOC002745","CLN00041","dr. Yuliana Rajata, Sp.OG","P","Obgyn",1e+05
"DOC002746","CLN00042","dr. Yuliana Rajata, Sp.OG","P","Obgyn",1e+05
"DOC002747","CLN00043","dr. Yuliana Rajata, Sp.OG","P","Obgyn",1e+05
"DOC002748","CLN00044","dr. Yuliana Rajata, Sp.OG","P","Obgyn",1e+05
"DOC002749","CLN00045","dr. Yuliana Rajata, Sp.OG","P","Obgyn",1e+05
"DOC002750","CLN00046","dr. Yuliana Rajata, Sp.OG","P","Obgyn",1e+05
"DOC002751","CLN00048","dr. Yuliana Rajata, Sp.OG","P","Obgyn",1e+05
"DOC002752","CLN00049","dr. Yuliana Rajata, Sp.OG","P","Obgyn",1e+05
"DOC002753","CLN00028","dr. Yuliana Sitorus, Sp.KK","P","Kulit & Kelamin",80000
"DOC002754","CLN00029","dr. Yuliana Sitorus, Sp.KK","P","Kulit & Kelamin",80000
"DOC002755","CLN00030","dr. Yuliana Sitorus, Sp.KK","P","Kulit & Kelamin",80000
"DOC002756","CLN00031","dr. Yuliana Sitorus, Sp.KK","P","Kulit & Kelamin",80000
"DOC002757","CLN00032","dr. Yuliana Sitorus, Sp.KK","P","Kulit & Kelamin",80000
"DOC002758","CLN00005","dr. Yuliana Usada, Sp.A","P","Anak",90000
"DOC002759","CLN00006","dr. Yuliana Usada, Sp.A","P","Anak",90000
"DOC002760","CLN00054","dr. Yuliana Winarno","P","Umum",60000
"DOC002761","CLN00056","dr. Yuliana Winarno","P","Umum",60000
"DOC002762","CLN00057","dr. Yunita Adriansyah","P","Umum",50000
"DOC002763","CLN00062","dr. Yunita Farida, Sp.PD","P","Penyakit Dalam",80000
"DOC002764","CLN00063","dr. Yunita Farida, Sp.PD","P","Penyakit Dalam",80000
"DOC002765","CLN00062","dr. Yunita Narpati, Sp.KK","P","Kulit & Kelamin",80000
"DOC002766","CLN00063","dr. Yunita Narpati, Sp.KK","P","Kulit & Kelamin",80000
"DOC002767","CLN00019","dr. Yunita Padmasari","P","Umum",50000
"DOC002768","CLN00057","dr. Yunita Wibisono","P","Umum",50000
"DOC002769","CLN00052","dr. Yusuf Kurniawan","L","Umum",60000
